"{I}r	ir
"{W}az	waz
erbarmot	erbarmete
erbarmote	erbarmete
erbarmoti	erbarmete
erbarmō	erbarmen
erbarmoͤte	erbarmete
erbarmo⸗te	erbarmete
erbarmt	erbarmet
erbarmte	erbarmete
erbarmunga	erbarmunge
erbarmūge	erbarmunge
erbarmvng	erbarmunge
erbarmvnge	erbarmunge
erbarmích	erbarmic
erbarmíger	erbarmiger
erbarm̄	erbarmen
erbarm̄;	erbarmen
erbar̄	erbarme
erbar⸗me	[!!]
erbar⸗men	erbarmenne
erbar⸗meten	erbarmeten
erbaten	erbâten
erbatē	erbâten
erbaít	erbeit
erbaͤmd	erbermede
erbaͤrm	erberme
erbaͤrmd	erbermede
erbaͤrmdrich	[!!]
erbaͤrmdricher	[!!]
erbaͤrmh͛zig	erbarmherzic
erbaᵉrmde	erbermede
erbeLehen	erbelêhene
erbechel	Erbechel
erbecins	erbezins
erbedeil	erbeteil
erbedin	erbeten
erbefiant	erbevîant
erbefinde	erbevîande
erbegelde	erbegelte
erbegut	erbeguot
erbegute	erbeguote
erbegutes	erbeguotes
erbeherre	erbehêrre
erbeherren	erbehêrren
erbeherrin	erbehêrren
erbeide	erbeite
erbeiden	erbeiten
erbeit	arbeit
erbeit;	arbeit
erbeite	arbeite
erbeiter	arbeitær
erbeitere	arbeitære
erbeitē	arbeiten
erbeitin	--
erbeitlichín	arbeitlîchen
erbeiz	erbeize
erbeizt	erbeizete
erbeizzen	erbeizen
erbeizſete	erbeizete
erbelehen	erbelêhen
erbelge	[!!]
erbelgeſt	erbelgest
erbelos	erbelôs
erbeloſ	erbelôs
erbeloſe	erbelôse
erbeloſen	erbelôsen
erbeloſer	erbelôser
erbelten	erwelten
erbelôſ	erbelôs
erbemede	erbermede
erbennē	--
erber	êrbær
erbercheit	[!!]
erbere	êrbære
erberekeit	êrbæricheit
erberen	êrbæren
erberer	êrbærer
erberes	[!!]
erberē	êrbæren
erberi	[!!]
erberikeít	êrbæricheit
erberin	êrbæren
erberkeit	êrbæricheit
erberlich	[!!]
erberlíche	êrbærlîche
erbermde	erbermede
erbermeclich	erbarmiclîche
erbermedᵉ	[!!]
erbermekeit	erbarmicheit
erbermeklich	erbarmiclîche
erbermherzekeit	erbarmherzicheit
erbermherzer	erbarmherzer
erbermikeíte	erbarmicheite
erbern	êrbærn
erberun	êrbæren
erberwet	erbarwet
erbetail	erbeteile
erbete	erbæte
erbettent	[!!]
erbetêil	erbeteil
erbez	erbes
erbezcins	erbezins
erbezcyns	erbezins
erbezinſes	erbezinses
erbeít	arbeit
erbeíte	erbeitte
erbeíten	erbeten
erbeítte	erbeitte
erbeízen	erbeizen
erbeízt	erbeizet
erbeízte	erbeizte
erbeíſzete	erbeizete
erbeîzten	erbeizten
erbeſ	erbes
erbeſchaf	erbeschaf
erbeſchaft	erbeschaft
erbeſchefte	erbeschefte
erbeſmerzen	erbesmerzen
erbeſpil	erbespil
erbeſunde	erbesünde
erbeſunden	erbesünden
erbeſundē	erbesünden
erbeſū⸗den	erbesünden
erbeſuͤne	erbesüne
erbeſvͤne	erbesüne
erbē	erben
erbherren	erbehêrren
erbi	erbe
erbibennote	erbibenete
erbibente	erbibenente
erbibet	erbibete
erbibetē	erbibeten
erbibē	erbiben
erbibe⸗⸗ten	erbibeten
erbidemot	erbidemete
erbidimot	erbidemete
erbiebit	erbibet
erbieden	erbieten
erbiet	erbiete
erbietet	erbitet
erbietin	erbieten
erbilgit	erbilget
erbin	erben
erbint	erbent
erbir	erben
erbis	erbes
erbit	erbet
erbiteil	erbeteil
erbitē	erbîten
erbiti	erbete
erbitin	erbieten
erbitn	erbiten
erbitte	erbîte
erbitten	erbiten
erbittē	erbiteten
erbiuen	erbiben
erbivt	erbiut
erbivtet	erbiutet
erbizet	erbîzet
erbizwazzer	arweizwazzer
erbizze	erbizzen
erbizzent	erbîzent
erbiſ	erbes
erbiſt	erbest
erbī	erben
erbiͣn	erben
erbiͤten	erbîten
erblaichete	erbleichete
erblaichte	erbleichte
erbleichot	erbleichet
erbleihte	erbleichte
erblendit	erblendet
erblet	[!!]
erbliche	[!!]
erblichte	erblickete
erblihte	erblickete
erblikten	erblicketen
erblintet	erblindet
erblozzēt	erblôztent
erblut	erbluot
erbluͦt	erbluot
erbluͦte	erblûcte
erblíntet	erblindet
erbn̄	erben
erboden	erboten
erbolen	erbolgen
erbolgenliche	erbolgenlîche
erbolgenuſſe	erbolgenüsse
erbolgē	erbolgen
erbolgin	erbolgen
erbon	erben
erboren	erboeren
erborn	erboren
erbort	erbôrte
erbot	erbôt
erbotē	erboten
erbottē	[!!]
erbot⸗ten	[!!]
erbovven	erbowen
erbowen	erbûwen
erbowē	[!!]
erboͤret	erboeret
erboͤten	erboten
erboͮnde	erbunde
erbrehten	erberehten
erbrinnit	erbrinnet
erbt	erbet
erbtail	erbeteil
erbteil	erbeteil
erbulgem	erbolgenem
erbunde	erbünde
erbunnē	erbunnen
erbuwen	erbûwen
erbuͦlgem	erbolgenem
erbuͦt	erbiutet
erbuͦwen	erbûwen
erbvnnen	erbünnen
erbvn⸗nen	erbunnen
erbvte	erbüte
erbvͥte	[!!]
erbvͦten	erbuten
erbyn	erben
erbármida	erbarmede
erbârme	erbarme
erbârmhêrze	erbarmherze
erbârmide	erbarmede
erbârmite	erbarmete
erbârmíde	erbarmede
erbârm̄	erbarmen
erbære	êrbære
erbæren	êrbæren
erbærig	êrbæric
erbærigen	êrbærigen
erbærigē	êrbærigen
erbærmd	erbermede
erbærmde	erbermede
erbêlget	erbelget
erbêl⸗git	erbelget
erbí	erbe
erbíbente	erbibenete
erbíbenêta	erbibenete
erbíeden	erbieten
erbíeten	erbieten
erbíetent	erbietent
erbín	erben
erbís	erbes
erbít	erbit
erbíten	erbîten
erbítten	erbitten
erbívt	erbiut
erbôrn	erboren
erbûwen	erbûwet
erbſunde	erbesünde
erb͛	êrbær
erb͛cheit	êrbæricheit
erb͛clích	êrbæriclîche
erb͛en	êrbæren
erb͛lich	êrbærlich
erb͛lichen	êrbærlîchen
erb͛lih	êrbærlîche
erb͛md	erbermede
erb͛mde	[!!]
erb͛mede	erbermede
erb͛mh͛zekait	erbarmherzicheit
erb͛mh͛zich	erbarmherzic
erb͛mh͛zigē	erbarmherzigen
erb͛mh͛zig͛	erbarmherziger
erb͛n	êrbærn
erbᵒget	erbroget
ercalden	erkalten
ercante	erkante
ercebiſchoue	erzebischove
ercebiſchouis	erzebischoves
ercebiſcof	erzebischov
ercebiſcoffe	erzebischove
ercebiſſchof	erzebischov
ercebiſſchoue	erzebischove
ercebiſ⸗kolf	erzebischolv
erceengele	erzeengele
erceigen	erzeigen
erceiget	erzeiget
ercelich	eteslich
ercellen	erzelen
ercengil	erzengel
ercenie	erzenîe
erceníe	erzenîe
erchalt	erkalte
erchamen	erkâmen
erchan	[!!]
erchand	erkante
erchande	erkante
erchanden	erkanten
erchandē	erkanten
erchandin	erkanten
erchandᵉ	erkante
erchandᵉn	erkanten
erchant	erkant
erchante	erkante
erchanten	erkanten
erchanteſ	erkantes
erchanteſt	erkantest
erchanti	erkante
erchantin	erkanten
erchantnivſſen	erkantnüssen
erchantnutſſe	erkantnusse
erchantnuſſe	erkantnusse
erchantnvſh	erkantnisse
erchantnvſſe	erkantnusse
erchantnvͦſh	erkantnusse
erchant⸗nvſſe	erkantnusse
erchan⸗ten	erkanten
erchan⸗⸗ten	erkanten
erchāden	erkanten
erchātnvſſe	erkantnusse
erchebiſchof	erzebischov
erchebiſchoue	erzebischove
erchebiſchoues	erzebischoves
erchebiſchouis	erzebischoves
erchebiſſchof	erzebischov
erchebiſſchofue	erzebischove
erchebiſſchoue	erzebischove
erchebiſſchouis	erzebischoves
erchebiſſchouiſ	erzebischoves
erchebiſſcoue	erzebischove
erchecancelere	erzekanzelære
ercheme	erkæme
erchen	erkenne
erchenen	erkennen
erchenent	erkennent
erchenne	erkenne
erchennede	erkennente
erchennen	erkennen
erchennent	erkennent
erchennet	erkennet
erchenneſ	erkennes
erchenneſt	erkennest
erchennē	erkennen
erchennēt	erkennent
erchennin	erkennen
erchennint	erkennent
erchennit	erkennet
erchenno	erkenne
erchennot	erkunnet
erchen⸗nen	erkennen
erchen⸗nit	erkennet
erchen⸗nuſke	erkantnusse
erchert	erkert
ercheuſe	erkiuse
erchēne	erkenne
erchēnede	erkennende
erchēnen	erkenne
erchēnent	erkennent
erchēnet	erkennet
erchēnē	erkennen
erchēnēt	erkennent
erchēnint	erkennent
erchēnit	erkennet
erchē⸗net	erkennet
erche⸗biſſchof	erzebischov
erchibiſſchouiſ	erzebischoves
erchieſen	erkiesen
erchihit	erquicket
erchime	erkîme
erchiuſ	erkius
erchlanc	erklanc
erchlanch	erklanc
erchlāch	erklanc
erchlingen	erklingen
erchlungen	erklungen
erchom	erkom
erchome	erkoeme
erchomechlîchen	erkomenlîchen
erchomen	erkômen
erchomen;	erkômen
erchomenlichem	erkomenlîchem
erchomenlicho	erkomenlîche
erchoment	erkoment
erchomē	[!!]
erchomin	erkômen
erchom̄	erkômen
erchom⸗en	erkômen
erchoren	erkoren
erchorn	erkoren
erchos	erkôs
erchoufot	erkoufet
erchoſ	erkôs
erchoſe	erkose
erchoʳn	erkoren
erchoͮfet	erkoufet
erchoͮlen	erküelen
erchracheten	erkracheten
erchrachte	erkrachete
erchra⸗chet	[!!]
erchrvmmē	erkrummen
erchucche	erquicke
erchuche	erquicke
erchuchet	erquicket
erchucket	erquicket
erchucte	erquikte
erchuhete	erquickete
erchuhte	erquikte
erchuhtiſt	erquiktest
erchukchet	erquicket
erchukteſt	erkuktest
erchunte	erkunte
erchuolten	erkuolten
erchvche	[!!]
erchvchent	[!!]
erchvcherínne	[!!]
erchvchet	[!!]
erchvcheſt	erquiktest
erchvcht	erquihte
erchvcket	erquicket
erchvmet	erkumet
erchvnnen	erkunnet
erchv̂net	erkunnete
erchvͤche	erquicke
erchvͤchet	erquicket
erchvͤch⸗et	erquicket
erchvͦkche	[!!]
erchvͦkchet	[!!]
erchvͦkchte	erquikte
erchvͦmt	erkumet
erchv⸗chet	[!!]
erchânt	erkant
erchômin	erkômen
erchôſ	erkôs
erch⸗ant	erkant
erch⸗ennen	erkennen
erckere	erkære
erclagen	erklagen
erclaget	erklagete
erclagit	erklaget
erclanc	erklanc
erclang	erklanc
ercleren	erklæren
erclingín	erklingen
erclunge	[!!]
erclungen	[!!]
ercluͦngen	erklingen
erclûft	erklufte
ercoren	erkoren
ercorn	erkoren
ercornez	erkorenez
ercos	erkôs
ercrifte	ergripfete
ercule	Ercule
ercules	Ercules
erczengel	[!!]
erczengil	erzengel
erczenie	[!!]
erd	erde
erda	erde
erdach	erdâht
erdacht	erdâht
erdachte	erdâhte
erdaht	erdâht
erdahte	erdâhte
erdahten	erdâhten
erdahtū	erdâhten
erdan	erden
erdaͮht	erdâht
erde;	erde
erde?	erde
erdechte	erdæhte
erdenchen	erdenken
erdenchent	erdenkent
erdencke	erdenke
erdencken	erdenken
erdencloz	erdenklôz
erdeneteſt	erdenetest
erdenkē	erdenken
erdenkit	erdenket
erdenkín	erdenken
erdent	erden
erdenſippe	erdesippe
erdepphile	ertepfele
erder	erde
erderren	[!!]
erderrꝫ	erderret
erdeſchollen	ertschollen
erdē	erden
erdē;	erden
erdēnet	erdenet
erdi	erde
erdiezzent	erdiezent
erdin	erden
erdinen	erdenen
erdisch	irdisch
erdischen	irdischen
erdiſche	irdische
erdiſchebiſchof	erdischebischov
erdiſchebiſſchof	erdischebischov
erdiſchenbiſchoffeſ	erdischenbischoves
erdī	erden
erdo	erde
erdocht	erdâht
erdon	erden
erdouet	ertoubet
erdoz	erdôz
erdreich	[!!]
erdreiches	[!!]
erdrei⸗ches	[!!]
erdrenken	ertrenken
erdreích	[!!]
erdreíches	ertrîches
erdreîch	ertrîche
erdriezin	erdriezen
erdrig	ertrinc
erdrinckín	ertrinken
erdron	erdröuwen
erdroͧſchen	erdroschen
erdructe	erdrukte
erdrungē	erdrungen
erdruzzet	erdriuzet
erdrvchet	erdrücket
erdrínckín	ertrinken
erdrívzet	erdriuzet
erdun	erden
erduͦle	erküele
erdín	erden
erdęrret	erderrt
erd̄i	--
erdᵉ	erde
erdᵉn	erden
erdᵉnchen	erdenken
erdᵉpodme	erdebodeme
erd⸗reich	[!!]
ere	êre
ere:	êre
ere;	êre
ereas	--
erebe	erbe
ereber	êrebær
erebere	êrebære
ereberen	êrebæren
erebit	arbeit
erebꝰ	Erebus
erech	Erec
ereck	Erec
ereckeſ	Ereces
erehafter	êrhafter
erein	êrîn
ereinen	êrînen
erelos	êrelôs
ereloſe	êrlôse
erem	irem
eren	êren
eren?	êren
erende	êrente
erene	êrene
erenen	êrînen
erengewande	[!!]
erenhort	êrenhort
erenich	êrenrîche
erenkranz	êrenkranz
erenloiſ	êrenlôs
erenloiſe	êrenlôse
erenlos	êrenlôs
erenlôs	êrenlôs
erennen	êrînen
erenpris	êrenprîs
erenpriſe	êrenprîse
erenrich	êrenrîche
erent	êrent
ereren	êreren
erern	êrern
ererun	êreren
eres	ires
eret	êret
erete	êrete
ereten	êreten
eretē	êreten
ereus	Ereus
erevin	Erewîn
erexit	--
ereze	erzene
ereínpolim	Ereinpolim
ereſ	ires
ereſt	êrest
ereſtborenen	êresteborenen
ereſte	êreste
ereſtegeboʳneſ	êrestgeborenez
ereſtem	êrestem
ereſten	êresten
ereſtvn	êresten
erē	êren
erēchleit	êrenkleide
erēt	êrent
ere⁄ber	êrebær
erfach	ervaht
erfalle	ervalle
erfallen	ervallen
erfallē	ervallen
erfar	ervar
erfeightig	erphaftic
erfeigthicht	erphaftic
erfeigthiggen	erphaftigen
erfelich	erbelîche
erfeliche	erbelîche
erfen	erben
erferte	Erpfurte
erferten	Erpfurten
erffliche	erbelîche
erffurte	Erpfurte
erfgenoze	erbegenôzen
erfgenozen	erbegenôzen
erfiel	erviel
erfielē	ervielen
erfiht	erviht
erfihtet	ervihtet
erfihtit	ervihtet
erfirzer	Erpfurter
erfis	Erfes
erfliche	erbelîche
erflichen	erbelîchen
erflichme	erbelîcheme
erflige	erbelîche
erfligen	erbelîchen
erfligs	erbelîches
erflôiget	ervlouget
erfolgete	ervolgete
erfollen	ervollen
erfollet	ervollet
erfollete	ervolleten
erfolleſt	[!!]
erfolt	ervult
erford	Erpfurt
erforde	Erpfurte
erfordiſſchir	erpfurtischer
erforhte	ervorhte
erforhten	ervorhten
erfort	Erpfurt
erforte	Erpfurte
erfoͮr	ervuor
erfragē	ervrâgen
erfraiſch	ervreische
erfrauwete	ervröuwete
erfriſent	ervriesent
erfroren	ervroren
erfroute	ervröuwte
erfrouwen	ervröuwen
erfrouwete	ervröuwete
erfrouweten	[!!]
erfrowen	ervröuwen
erfrowet	ervröuwet
erfroͤn	ervroren
erfroͮete	ervröuwete
erfroͮn	ervröuwen
erfroͮnt	ervröuwent
erfroͮte	ervröuwete
erfroͮwet	ervröuwete
erfrurn	ervruren
erfrôn	ervroren
erftheigtigen	erphaftigen
erfuhtet	erviuhtet
erfull&	ervult
erfulle	ervülle
erfullen	ervüllen
erfulles	[!!]
erfullet	ervüllet
erfulleſ	ervülles
erfullin	ervüllen
erfullit	ervüllet
erfullī	ervüllen
erfult	ervult
erfulte	ervûlte
erfulten	ervulten
erfulteſ	ervultes
erful⸗len	ervüllen
erfunde	ervünde
erfunden	ervunden
erfundᵉ	ervünde
erfundᵉn	ervunten
erfuolet	ervûlet
erfur	ervuor
erfurbtez	ervurbtez
erfurd	Erpfurt
erfurhte	ervürhte
erfurhten	ervürhten
erfurhtenᵗ	ervürhtente
erfurte	Erpfurte
erfuʳ	ervuor
erfuͤllen	ervüllen
erfuͤllet	ervüllet
erfuͥlle	ervülle
erfuͥllet	ervüllet
erfuͦllend	ervüllente
erfuͦllet	[!!]
erfuͦnden	ervunden
erfuͦre	ervüere
erfvlle	[!!]
erfvllen	ervüllen
erfvllen;	ervüllen
erfvllet	ervüllet
erfvlleſt	ervüllest
erfvllē	ervüllen
erfvllit	ervüllet
erfvln	ervûln
erfvlt	ervüllt
erfvlte	ervûlte
erfvltí	ervülte
erfvl⸗let	ervüllet
erfvnde	ervünte
erfvnden	ervunden
erfvrben	ervürben
erfvrhtet	ervürhtet
erfvvͦre	ervüere
erfv̂llen	ervüllen
erfv̂llet	ervüllet
erfv̂nden	ervunden
erfvͤllet	ervüllet
erfvͤlt	ervûlt
erfvͥllent	ervüllent
erfvͥllet	ervüllet
erfvͦllend	[!!]
erfvͦllet	ervüllet
erfvͦre	ervüere
erfüllen	ervüllen
ergaRnent	ergarnent
erga[...]	--
ergab	ergap
ergabe	ergæbe
ergaben	ergâben
ergabenen	ergrabenen
ergaf	ergap
ergahen	ergâhen
ergahet	ergâhete
ergain	ergân
ergan	ergân
ergangeN	ergangen
ergangē	ergangen
ergangin	ergangen
ergan⸗gen	ergangen
ergarenten	ergarneten
ergart	ergât
ergas	ergaz
ergat	ergât
ergauen	ergâben
ergayn	ergân
ergazt	ergatzt
ergazte	ergatzte
ergazze	ergæzze
ergazzeten	ergazten
ergaͮn	ergân
ergaᵉbe	ergebe
erge	ergê
erge;	ergê
ergeN	ergên
ergebe	ergæbe
ergebē	ergeben
ergebin	ergeben
ergebn	ergeben
ergeiſſen	ergiezen
ergen	ergên
ergent	ergênt
erger	arger
ergerē	ergeren
ergeruge	ergerunge
erget	ergêt
ergetzeſt	[!!]
ergetzint	ergetzent
ergetzit	ergetzet
ergetzzen	ergetzen
ergetzzē	ergetzen
ergetzzēt	ergetzent
erget⸗zen	ergetzen
erget⸗⸗zet	ergetzet
ergeue	ergæbe
ergeuen	ergeben
ergeven	ergeben
ergeyn	erjien
ergeẏn	erjien
ergezet	ergetzet
ergezte	ergatzte
ergezze	ergetze
ergezzenſ	ergetzenes
ergezzet	ergetzet
ergezzeſt	ergetzest
ergezzæn	ergetzen
ergez⸗⸗ze	ergetze
erge⸗ben	ergeben
erge⸗bint	ergebent
erghennent	erkennent
ergib	ergip
ergie;	ergie
ergien	erjien
ergiench	ergienc
ergiene	ergienc
ergieng	ergienc
ergienk	ergienc
ergiēge	ergienge
ergiht	[!!]
erginc	ergienc
erging	ergienc
erginge	ergienge
ergingen	ergiengen
ergingē	ergiengen
ergirt	ergert
ergit	ergît
ergiſtem	argestem
ergiſten	[!!]
ergiſtin	--
erglich	arclich
ergliche	arclîche
erglue	erglüeje
ergluͦt	erglüejet
ergoͮchete	ergouchete
ergrab	ergrabe
ergrabē	ergraben
ergrabin	ergraben
ergraf	ergreif
ergramt	ergramet
ergrauen	ergraben
ergremiten	[!!]
ergremt	ergremet
ergreíf	ergreif
ergrifen	ergrîfen
ergriffent	ergrîfent
ergrimten	ergrimmeten
ergrunden	ergründen
ergrundᵉn	ergründen
ergrvnden	ergründen
ergrvndᵉn	ergründen
ergríffen	[!!]
ergríffet	ergrîfet
erguz⸗⸗zen	erguzzen
ergán	ergân
ergé	ergê
ergéban	ergeben
ergében	ergeben
ergén	ergên
ergêbt	ergebet
ergêſt	ergêst
ergíe	ergie
ergíen	erjien
ergíeng	ergienge
ergínc	ergienc
ergíng	ergienc
ergíre	êrgire
ergírt	ergert
ergîe	ergie
erg͛	arger
ergͦ	ergo
ergᵃben	ergraben
ergᵒ	ergo
erhaban	erhaben
erhabē	erhaben
erhabin	erhaben
erhabn	erhaben
erhabn̄	erhaben
erhabun	erhaben
erhaft	êrhaft
erhafte	êrhafte
erhaften	êrhaften
erhafti	êrhafte
erhahen	erhâhen
erhalden	erholen
erhale	erhole
erhalen	erholen
erhalete	erhalte
erhaln	erholen
erhalt	erholet
erhangan	erhangen
erhangē	erhangen
erhangin	erhangen
erhanginir	erhangener
erhan⸗gen	erhangen
erhapte	êrhafte
erhart	[!!]
erhauen	erhaben
erhauín	erhaben
erhauͦen	erhaben
erhaven	erhaben
erha⸗ben	erhaben
erhe	êre
erheb	erhebe
erheb\&ꝝ	[!!]
erhebeſt	erhebest
erhebē	erheben
erhebin	erheben
erhebit	erhebet
erhebn̄	erheben
erhebt	erhebet
erhefet	erhebet
erhenchet	erhenket
erhenchit	erhenket
erherte	erherten
erhertiden	erherteten
erheue	erhebe
erheuen	erheben
erheuent	erhebent
erheuenter	erhebenter
erheues	erhebes
erheuet	erhebet
erheueſ	erhebes
erheueſt	erhebest
erheuē	erheben
erheven	erheben
erheyuͦe	erhebe
erheyuͦen	erheben
erhin	êrhin
erhitzt	erhitzet
erhizzet	erhitzet
erhiᵉnc	erhienc
erhohe	erhoehe
erhohen	erhoehen
erhohender	erhoehenter
erhohet	erhoehet
erhohete	erhoehete
erhoheſt	erhoehest
erhohē	erhoehen
erhohit	erhoehet
erhohvnge	erhoehunge
erhoirt	erhôrt
erhol	erhole
erholite	erholete
erholn	erholen
erholt	erholet
erholte	erholete
erholten	erholeten
erholtē	erholeten
erhor	[!!]
erhore	erhoere
erhoren	erhoeren
erhoret	erhoeret
erhoreſ	erhoeres
erhoreſt	erhoerest
erhorit	erhoeret
erhorlicher	[!!]
erhorn	[!!]
erhorre	erhoere
erhort	erhôrte
erhorta	erhôrte
erhorte	erhôrte
erhorte;	[!!]
erhorten	erhôrten
erhortent	erhôrtent
erhorteſ	erhortes
erhorteſt	erhôrtest
erhortē	erhôrten
erhortiſt	erhôrtest
erhou⸗⸗wen	erhouwen
erhowen	[!!]
erhoyuͦe	erhebe
erhoʳe	erhoere
erhoʳt	erhôrte
erhoʳte	erhôrte
erhoʳten	erhôrten
erhoͤhet	erhoehet
erhoͤhunge	erhoehunge
erhoͤr	[!!]
erhoͤren	erhoeren
erhoͤrent	erhoerent
erhoͤret	erhoeret
erhoͤreſt	erhoerest
erhoͤrē	erhoeren
erhoͤrnd	[!!]
erhoͤrnt	[!!]
erhoͤrt	erhoert
erhoͮp	erhuop
erhoͮren	erhoeren
erhoᵉren	erhoeren
erho⸗ren	erhoeren
erhub	erhuop
erhube	erhüebe
erhuben	erhuoben
erhubē	erhuoben
erhucte	erhügete
erhucten	erhügeten
erhueb	erhuop
erhuep	erhuop
erhuffes	erhüebes
erhuge	erhüges
erhuget	erhüget
erhuob	erhuop
erhup	erhuop
erhuͦb	erhuop
erhuͦbe	erhüebe
erhuͦben	erhuoben
erhuͦp	erhuop
erhvb	erhuop
erhv̂ngert	erhungert
erhvͦp	erhuop
erhêuet	erhaben
erhíeng	erhienc
erhíl	erhile
erhôret	erhoeret
erh͛ten	[!!]
eri	êre
eriaget	erjaget
eribeit	--
erieten	erjeten
erigebat᷑	erigebat
erigena	Erigenâ
erilc	êrlich
erimuſ	--
erin	êren
erina	êrîne
erinde	erende
erinen	êrînen
erinē	êrînen
erinin	êrînen
erint	êrent
erioch	Erioch
erion	Erion
eripieſ	eripies
erist	êreste
eriste	êreste
eristen	êresten
eristo	êreste
erit:	erit
eritag	[!!]
eritelet	erîtelet
eriuncte	erjungete
eriungete	erjungete
erivͦllent	[!!]
eriſ	eris
eriſt	êrest
eriſte	êreste
eriſtegeborniz	êrestgeborenez
eriſtem	êrestem
eriſten	êresten
eriſter	êrester
eriſtē	êresten
eriſtgebornen	êrestgeborenen
eriſtgeborniu	êrestgeboreniu
eriſti	êreste
eriſtin	êresten
eriſtporner	êresteborener
eriſtín	êresten
eriſt͛	êrester
erī	eren
erjne	êrîne
erkalden	erkalten
erkaldē	erkalten
erkand	erkante
erkande	erkante
erkanden	erkanten
erkandē	erkanten
erkandon	erkanten
erkandō	erkanten
erkandᵉ	erkante
erkandᵉn	erkanten
erkant;	erkant
erkantē	erkanten
erkantnuͤſſ	erkantnüsse
erkantníſſe	erkantnisse
erkaten	erkanten
erkādū	erkanten
erkāt	erkant
erkāt;	erkant
erkeeſen	erkiesen
erkeinen	erkennen
erkenē	erkennen
erkenneſ	erkennes
erkenneſt	erkennest
erkennē	[!!]
erkennin	erkennen
erkennint	erkennent
erkennit	erkennet
erkennt	erkent
erkennusse	erkantnusse
erkennín	erkennen
erkent	erkente
erken⸗net	[!!]
erken⸗neſt	erkennest
erker	ecker
erkere	erkære
erkeren	[erkæren]
erkerſ	eckers
erkeynē	erkennen
erkeſen	erkiesen
erkēn	erkennen
erkēne	erkenne
erkēnen	erkennen
erkēnet	erkennet
erkēnē	erkennen
erkēnēt	erkennent
erkēnin	erkennen
erkē⸗nen	erkennen
erkicen	erquicken
erkiesē	erkiesen
erkieſen	erkiesen
erkieſin	erkiesen
erkisen	erkiesen
erkivſet	erkiuset
erkliche	arclîche
erklūgen	erklungen
erklūgē	erklungen
erkob͛tē	erkoberten
erkois	erkôs
erkomēt	erkôment
erkom̄	erkômen
erkorn	erkoren
erkorn;	[!!]
erkorne	erkorene
erkorⁿ	erkoren
erkos	erkôs
erkou͛en	erkoberen
erkovffet	erkoufet
erkoſen	erkôsen
erkoſet	erkôset
erkoͮffen	erkoufen
erkoͮlte	erquolte
erkrachten	erkracheten
erkricht	erkrîget
erkrigen	erkrîgen
erkrĳgen	erkrîgen
erkucte	erquikte
erkuket	erquicket
erkulen	erküelen
erkunde	erkunte
erkundᵉ	erkunte
erkuͤket	erquicket
erkuͤln	erküeln
erkuͤr	erküre
erkuͦcchet	erquicket
erkuͦcket	[!!]
erkuͦfet	erkoufet
erkvchte	erquikte
erkvle	erküele
erkvſit	erkiuset
erkv̂ket	erquickete
erkv̂kte	erquikte
erkvͤlte	erkuolte
erkâl⸗tet	erkaltet
erkânt	erkant
erkânte	erkante
erkênnen	erkennen
erkênnent	erkennent
erkícken	erquicken
erkírnen	erkirnen
erkôm	erkom
erkýeſin	erkiesen
erla	erlâ
erlach	erlac
erlachde	erlachete
erlachē	erlachen
